empreendimento,ano,mes,ano_mes,produto,id_produto,safra,uf,municipio,cod_ibge,unidade_comercializacao,vlr_custo_variavel_ha,vlr_custo_variavel_unidade,vlr_custo_fixo_ha,vlr_custo_fixo_unidade,vlr_renda_fator_ha,vlr_renda_fator_unidade
AGRICULTURA EMPRESARIAL                 ,2020,5,202005,ARROZ                                   ,11159,TODAS                                   ,RS,SANTO ANTÔNIO DA PATRULHA-RS                      ,4317608,50 kg   ,5615.86,37.45,2594.89,17.3,464.79,3.1
AGRICULTURA EMPRESARIAL                 ,2020,5,202005,FEIJAO COMUM CORES                      ,8778,TODAS                                   ,MT,SORRISO-MT                                        ,5107925,60 kg   ,5461.85,116.22,1804.79,38.4,749.02,15.94
AGRICULTURA EMPRESARIAL                 ,2020,5,202005,FEIJAO COMUM CORES                      ,8778,TODAS                                   ,SP,TAQUARITUBA-SP                                    ,3553807,60 kg   ,5285.14,115.31,1097.89,23.95,1041.16,22.72
AGRICULTURA EMPRESARIAL                 ,2020,5,202005,MILHO                                   ,4742,2ª SAFRA                                ,GO,CRISTALINA-GO                                     ,5206206,60 kg   ,1677.04,20.97,363.15,4.54,346.77,4.33
AGRICULTURA EMPRESARIAL                 ,2020,5,202005,MILHO                                   ,4742,2ª SAFRA                                ,MA,BALSAS-MA                                         ,2101400,60 kg   ,1643.03,23.19,320.95,4.53,222.66,3.14
AGRICULTURA EMPRESARIAL                 ,2020,5,202005,MILHO                                   ,4742,2ª SAFRA                                ,MS,CHAPADÃO DO SUL-MS                                ,5002951,60 kg   ,2621.76,26.23,84.74,0.85,605.58,6.06
AGRICULTURA EMPRESARIAL                 ,2020,5,202005,MILHO                                   ,4742,2ª SAFRA                                ,MT,CAMPO NOVO DO PARECIS-MT                          ,5102637,60 kg   ,2286.98,22.86,567.95,5.68,315.59,3.16
AGRICULTURA EMPRESARIAL                 ,2020,5,202005,MILHO                                   ,4742,2ª SAFRA                                ,MT,PRIMAVERA DO LESTE-MT                             ,5107040,60 kg   ,2249.58,22.49,264.69,2.65,346.57,3.47
AGRICULTURA EMPRESARIAL                 ,2020,5,202005,MILHO                                   ,4742,2ª SAFRA                                ,MT,SORRISO-MT                                        ,5107925,60 kg   ,2337.96,19.48,275.83,2.3,110.24,0.92
AGRICULTURA EMPRESARIAL                 ,2020,5,202005,SOJA                                    ,4744,TODAS                                   ,MA,BALSAS-MA                                         ,2101400,60 kg   ,2414.92,46.43,797.97,15.35,248.03,4.77
AGRICULTURA EMPRESARIAL                 ,2020,5,202005,SOJA                                    ,4744,TODAS                                   ,MG,UNAÍ-MG                                           ,3170404,60 kg   ,2908.01,52.87,738.6,13.43,323.94,5.89
AGRICULTURA EMPRESARIAL                 ,2020,5,202005,SOJA                                    ,4744,TODAS                                   ,MT,CAMPO NOVO DO PARECIS-MT                          ,5102637,60 kg   ,2880.53,49.67,671.24,11.57,294.21,5.07
AGRICULTURA EMPRESARIAL                 ,2020,5,202005,SOJA                                    ,4744,TODAS                                   ,PR,PONTA GROSSA-PR                                   ,4119905,60 kg   ,2787.48,44.02,409.1,6.46,776.37,12.26
AGRICULTURA EMPRESARIAL                 ,2020,5,202005,TRIGO                                   ,11153,TODAS                                   ,PR,PONTA GROSSA-PR                                   ,4119905,60 kg   ,2558.48,43.86,361.85,6.2,792.82,13.59
AGRICULTURA EMPRESARIAL                 ,2020,5,202005,TRIGO                                   ,11191,TODAS                                   ,PR,UBIRATÃ-PR                                        ,4128005,60 kg   ,2484.51,49.69,1014.16,20.28,978.06,19.56
AGRICULTURA EMPRESARIAL                 ,2020,7,202007,ALGODAO EM PLUMA                        ,11182,TODAS                                   ,GO,CRISTALINA-GO                                     ,5206206,15 kg   ,6898.01,58.08,780.64,6.2,501.23,3.98
AGRICULTURA EMPRESARIAL                 ,2020,7,202007,ALGODAO EM PLUMA                        ,11182,TODAS                                   ,MS,CHAPADÃO DO SUL-MS                                ,5002951,15 kg   ,9788.94,81.58,1890.99,15.76,622.32,5.19
AGRICULTURA EMPRESARIAL                 ,2020,7,202007,ALGODAO EM PLUMA                        ,11182,TODAS                                   ,MT,CAMPO NOVO DO PARECIS-MT                          ,5102637,15 kg   ,10720.59,89.58,779.33,6.34,335.82,2.73
AGRICULTURA EMPRESARIAL                 ,2020,7,202007,ARROZ                                   ,4685,TODAS                                   ,MT,SORRISO-MT                                        ,5107925,60 kg   ,2769.54,51.12,1631.11,30.11,660.13,12.19
AGRICULTURA EMPRESARIAL                 ,2020,7,202007,ARROZ                                   ,11159,TODAS                                   ,RS,PELOTAS-RS                                        ,4314407,50 kg   ,5704.08,35.65,2468.74,15.43,363.64,2.27
AGRICULTURA EMPRESARIAL                 ,2020,7,202007,ARROZ                                   ,11159,TODAS                                   ,RS,SANTO ANTÔNIO DA PATRULHA-RS                      ,4317608,50 kg   ,5665.66,37.77,2615.97,17.44,464.86,3.1
AGRICULTURA EMPRESARIAL                 ,2020,7,202007,FEIJAO COMUM CORES                      ,8778,TODAS                                   ,MT,SORRISO-MT                                        ,5107925,60 kg   ,5520.13,117.45,1806.82,38.44,749.02,15.94
AGRICULTURA EMPRESARIAL                 ,2020,7,202007,FEIJAO COMUM CORES                      ,8778,TODAS                                   ,SP,TAQUARITUBA-SP                                    ,3553807,60 kg   ,5223.32,113.96,1087.07,23.72,1151.22,25.12
AGRICULTURA EMPRESARIAL                 ,2020,7,202007,MILHO                                   ,4742,2ª SAFRA                                ,GO,CRISTALINA-GO                                     ,5206206,60 kg   ,1671.36,20.89,391.59,4.89,355.28,4.44
AGRICULTURA EMPRESARIAL                 ,2020,7,202007,MILHO                                   ,4742,2ª SAFRA                                ,MA,BALSAS-MA                                         ,2101400,60 kg   ,1631.09,23.03,320.95,4.53,365.27,5.16
AGRICULTURA EMPRESARIAL                 ,2020,7,202007,MILHO                                   ,4742,2ª SAFRA                                ,MG,UNAÍ-MG                                           ,3170404,60 kg   ,2474.96,24.75,246.05,2.46,507.48,5.07
AGRICULTURA EMPRESARIAL                 ,2020,7,202007,MILHO                                   ,4742,2ª SAFRA                                ,MS,CHAPADÃO DO SUL-MS                                ,5002951,60 kg   ,2582.7,25.83,84.74,0.85,605.58,6.06
AGRICULTURA EMPRESARIAL                 ,2020,7,202007,MILHO                                   ,4742,2ª SAFRA                                ,MT,CAMPO NOVO DO PARECIS-MT                          ,5102637,60 kg   ,2310.34,23.1,589.88,5.9,315.59,3.16
AGRICULTURA EMPRESARIAL                 ,2020,7,202007,MILHO                                   ,4742,2ª SAFRA                                ,MT,PRIMAVERA DO LESTE-MT                             ,5107040,60 kg   ,2263.18,22.63,264.69,2.65,346.57,3.47
AGRICULTURA EMPRESARIAL                 ,2020,7,202007,MILHO                                   ,4742,2ª SAFRA                                ,MT,SORRISO-MT                                        ,5107925,60 kg   ,2333.89,19.45,269.34,2.24,110.24,0.92
AGRICULTURA EMPRESARIAL                 ,2020,7,202007,SOJA                                    ,4744,TODAS                                   ,MA,BALSAS-MA                                         ,2101400,60 kg   ,2716.96,52.25,829.07,15.94,390.64,7.51
AGRICULTURA EMPRESARIAL                 ,2020,7,202007,SOJA                                    ,4744,TODAS                                   ,MG,UNAÍ-MG                                           ,3170404,60 kg   ,2880.01,52.37,806.64,14.67,338.07,6.15
AGRICULTURA EMPRESARIAL                 ,2020,7,202007,SOJA                                    ,4744,TODAS                                   ,MT,CAMPO NOVO DO PARECIS-MT                          ,5102637,60 kg   ,2980.93,51.4,693.17,11.95,294.21,5.07
AGRICULTURA EMPRESARIAL                 ,2020,7,202007,SOJA                                    ,4744,TODAS                                   ,PR,PONTA GROSSA-PR                                   ,4119905,60 kg   ,2794.0,44.11,396.22,6.26,913.94,14.43
AGRICULTURA EMPRESARIAL                 ,2020,7,202007,TRIGO                                   ,11238,TODAS                                   ,DF,BRASÍLIA-DF                                       ,5300108,60 kg   ,5985.23,49.88,1060.47,8.84,1021.01,8.51
AGRICULTURA EMPRESARIAL                 ,2020,7,202007,TRIGO                                   ,11153,TODAS                                   ,PR,PONTA GROSSA-PR                                   ,4119905,60 kg   ,2611.13,44.76,344.15,5.9,930.79,15.96
AGRICULTURA EMPRESARIAL                 ,2020,7,202007,TRIGO                                   ,11191,TODAS                                   ,PR,UBIRATÃ-PR                                        ,4128005,60 kg   ,2432.12,48.65,1138.8,22.78,1058.89,21.18
AGRICULTURA EMPRESARIAL                 ,2020,9,202009,ALGODAO EM PLUMA                        ,11182,TODAS                                   ,GO,CRISTALINA-GO                                     ,5206206,15 kg   ,6658.79,56.86,810.66,6.43,216.9,1.72
AGRICULTURA EMPRESARIAL                 ,2020,9,202009,ALGODAO EM PLUMA                        ,11182,TODAS                                   ,MS,CHAPADÃO DO SUL-MS                                ,5002951,15 kg   ,9941.83,82.84,1978.36,16.49,269.3,2.24
AGRICULTURA EMPRESARIAL                 ,2020,9,202009,ALGODAO EM PLUMA                        ,11182,TODAS                                   ,MT,CAMPO NOVO DO PARECIS-MT                          ,5102637,15 kg   ,10497.24,88.31,854.98,6.95,145.32,1.18
AGRICULTURA EMPRESARIAL                 ,2020,9,202009,ARROZ                                   ,4685,TODAS                                   ,MT,SORRISO-MT                                        ,5107925,60 kg   ,2898.75,53.51,1631.11,30.11,285.67,5.27
AGRICULTURA EMPRESARIAL                 ,2020,9,202009,ARROZ                                   ,11159,TODAS                                   ,RS,PELOTAS-RS                                        ,4314407,50 kg   ,5908.23,36.92,3499.35,21.87,157.55,0.98
AGRICULTURA EMPRESARIAL                 ,2020,9,202009,ARROZ                                   ,11159,TODAS                                   ,RS,SANTO ANTÔNIO DA PATRULHA-RS                      ,4317608,50 kg   ,5939.41,39.59,3925.53,26.17,201.35,1.34
AGRICULTURA EMPRESARIAL                 ,2020,9,202009,FEIJAO COMUM CORES                      ,8778,TODAS                                   ,MT,SORRISO-MT                                        ,5107925,60 kg   ,5719.7,121.7,1806.82,38.44,324.13,6.9
AGRICULTURA EMPRESARIAL                 ,2020,9,202009,FEIJAO COMUM CORES                      ,8778,TODAS                                   ,SP,TAQUARITUBA-SP                                    ,3553807,60 kg   ,5352.88,116.79,1177.8,25.7,599.09,13.07
AGRICULTURA EMPRESARIAL                 ,2020,9,202009,MILHO                                   ,4742,2ª SAFRA                                ,GO,CRISTALINA-GO                                     ,5206206,60 kg   ,1712.86,21.41,386.89,4.84,153.74,1.92
AGRICULTURA EMPRESARIAL                 ,2020,9,202009,MILHO                                   ,4742,2ª SAFRA                                ,MA,BALSAS-MA                                         ,2101400,60 kg   ,1786.11,25.21,340.99,4.81,174.7,2.47
AGRICULTURA EMPRESARIAL                 ,2020,9,202009,MILHO                                   ,4742,2ª SAFRA                                ,MG,UNAÍ-MG                                           ,3170404,60 kg   ,2517.57,25.17,252.35,2.52,220.68,2.21
AGRICULTURA EMPRESARIAL                 ,2020,9,202009,MILHO                                   ,4742,2ª SAFRA                                ,MS,CHAPADÃO DO SUL-MS                                ,5002951,60 kg   ,2678.54,26.79,84.74,0.85,262.06,2.62
AGRICULTURA EMPRESARIAL                 ,2020,9,202009,MILHO                                   ,4742,2ª SAFRA                                ,MT,CAMPO NOVO DO PARECIS-MT                          ,5102637,60 kg   ,2332.85,23.33,664.0,6.64,136.57,1.37
AGRICULTURA EMPRESARIAL                 ,2020,9,202009,MILHO                                   ,4742,2ª SAFRA                                ,MT,PRIMAVERA DO LESTE-MT                             ,5107040,60 kg   ,2366.63,23.67,264.69,2.65,149.98,1.5
AGRICULTURA EMPRESARIAL                 ,2020,9,202009,MILHO                                   ,4742,2ª SAFRA                                ,MT,SORRISO-MT                                        ,5107925,60 kg   ,2468.85,20.57,290.42,2.42,47.7,0.4
AGRICULTURA EMPRESARIAL                 ,2020,9,202009,SOJA                                    ,4744,TODAS                                   ,MA,BALSAS-MA                                         ,2101400,60 kg   ,2538.19,48.8,896.25,17.24,185.22,3.56
AGRICULTURA EMPRESARIAL                 ,2020,9,202009,SOJA                                    ,4744,TODAS                                   ,MG,UNAÍ-MG                                           ,3170404,60 kg   ,2963.25,53.88,864.14,15.71,147.36,2.68
